ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10666518,HZ416058,09/01/2016 11:00:00 AM,011XX N WINCHESTER AVE,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,false,false,1212,012,1,24,08B,1163183,1907961,2016,09/08/2016 03:48:43 PM,41.903088915,-87.676036193,"(41.903088915, -87.676036193)"
10666093,HZ416902,09/01/2016 11:00:00 AM,018XX S HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1014,010,24,29,08B,1151347,1890681,2016,09/08/2016 03:48:43 PM,41.855911352,-87.719966,"(41.855911352, -87.719966)"
10665943,HZ416235,09/01/2016 11:00:00 AM,067XX S RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0724,007,17,68,14,1169480,1860140,2016,09/08/2016 03:48:43 PM,41.771728925,-87.654294816,"(41.771728925, -87.654294816)"
10665857,HZ416344,09/01/2016 11:00:00 AM,011XX E 81ST ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0411,004,8,45,05,1185214,1851521,2016,09/08/2016 03:48:43 PM,41.747722191,-87.596890105,"(41.747722191, -87.596890105)"
10665630,HZ416240,09/01/2016 11:00:00 AM,027XX N CLYBOURN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1931,019,32,7,06,1162901,1918174,2016,09/08/2016 03:48:43 PM,41.931120002,-87.676784841,"(41.931120002, -87.676784841)"
10665535,HZ416023,09/01/2016 11:00:00 AM,002XX W 75TH ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,0731,007,17,69,06,1175716,1855233,2016,09/08/2016 03:48:43 PM,41.758126171,-87.631582508,"(41.758126171, -87.631582508)"
10665522,HZ416198,09/01/2016 11:00:00 AM,114XX S EMERALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2233,022,34,49,14,1173366,1828977,2016,09/08/2016 03:48:43 PM,41.686128298,-87.640968887,"(41.686128298, -87.640968887)"
10665621,HZ416154,09/01/2016 11:02:00 AM,002XX S WACKER DR,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,0122,001,2,32,26,1173971,1899133,2016,09/08/2016 03:48:43 PM,41.878630716,-87.636673298,"(41.878630716, -87.636673298)"
10667357,HZ417495,09/01/2016 11:05:00 AM,005XX S DEARBORN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0123,001,2,32,11,1176011,1897855,2016,09/08/2016 03:48:43 PM,41.875078125,-87.629221408,"(41.875078125, -87.629221408)"
10667003,HZ416014,09/01/2016 11:06:00 AM,006XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,false,1532,015,28,25,08B,1141579,1903812,2016,09/08/2016 03:48:43 PM,41.892130391,-87.75549537,"(41.892130391, -87.75549537)"
10665603,HZ416042,09/01/2016 11:10:00 AM,052XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,1522,015,28,25,03,1141512,1899523,2016,09/08/2016 03:48:43 PM,41.880362084,-87.755847438,"(41.880362084, -87.755847438)"
10665569,HZ416072,09/01/2016 11:10:00 AM,021XX W OHIO ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1221,012,26,24,08B,1162023,1903989,2016,09/08/2016 03:48:43 PM,41.892213745,-87.680408134,"(41.892213745, -87.680408134)"
10665898,HZ416575,09/01/2016 11:13:00 AM,066XX S HALSTED ST,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,GAS STATION,false,false,0723,007,6,68,04B,1172118,1860614,2016,09/08/2016 03:48:43 PM,41.772972076,-87.644610871,"(41.772972076, -87.644610871)"
10666127,HZ416973,09/01/2016 11:15:00 AM,010XX N RIDGEWAY AVE,0460,BATTERY,SIMPLE,STREET,false,false,1112,011,27,23,08B,1151194,1906616,2016,09/08/2016 03:48:43 PM,41.899641735,-87.72010969,"(41.899641735, -87.72010969)"
10665409,HZ416059,09/01/2016 11:15:00 AM,036XX W POLK ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1133,011,24,27,06,1152321,1896125,2016,09/08/2016 03:48:43 PM,41.870831162,-87.716247283,"(41.870831162, -87.716247283)"
22755,HZ416032,09/01/2016 11:19:00 AM,042XX W WEST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1114,011,28,26,01A,1148151,1900637,2016,09/08/2016 03:48:43 PM,41.883293853,-87.731440776,"(41.883293853, -87.731440776)"
10665574,HZ416070,09/01/2016 11:20:00 AM,085XX S SAGINAW AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,false,0423,004,7,46,04A,1195312,1848812,2016,09/08/2016 03:48:43 PM,41.740045353,-87.559977831,"(41.740045353, -87.559977831)"
